name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
Laura M. Gregory,laura.gregory@andoverma.us,978-623-8200,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Gregory_Laura!54724.jpg?w=1100&ssl=1,Andover,MA, 33201,http://andoverma.gov,2020-05-04
Michael J. Hickey Jr.,selectmen@natickma.org,508-647-6410,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Hickey_Michael!54719.jpg?w=1100&ssl=1,Natick,MA, 33006,http://www.natickma.gov,2020-04-07
Tom Mercer,tmercer@franklinma.gov,508-528-9084,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Mercer_Tom!54659.jpg?w=1100&ssl=1,Franklin,MA, 32374,http://www.town.franklin.ma.us,2021-01-01
Jason Adams,jadams@randolph-ma.gov,781-961-0918,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Adams_Jason!54646.jpg?w=1100&ssl=1,Randolph,MA, 32112,http://www.townofrandolph.com,2020-01-01
Mark S. Sideris,msideris@watertown-ma.gov,617-924-2699,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Sideris_Mark!1229.JPG?w=1100&ssl=1,Watertown,MA, 31915,http://www.ci.watertown.ma.us,2019-12-01
Megan English Braga,megan.english-braga@falmouthma.gov,508-495-7320,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Braga_Megan!54748.jpg?w=1100&ssl=1,Falmouth,MA, 31531,http://www.falmouthmass.us,2020-06-16
Douglas M. Lucente,selectmen@ci.lexington.ma.us,781-862-0500-x208,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Lucente_Douglas!54714.jpg?w=1100&ssl=1,Lexington,MA, 31394,http://www.lexingtonma.gov,2020-05-05
David J. Narkewicz,mayor@northamptonma.gov,,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Narkewicz_David!839.jpg?w=1100&ssl=1,Northampton,MA, 28978,http://www.northamptonma.gov,2018-11-06
Sefatia Romeo Theken,sromeotheken@gloucester-ma.gov,978-281-9700,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Theken_Sefatia!446.jpg?w=1100&ssl=1,Gloucester,MA, 28789,http://gloucester-ma.gov,2019-11-05
William C. Reichelt,wreichelt@tows.org,413-263-3041,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Reichelt_William!53938.jpg?w=1100&ssl=1,West Springfield,MA, 28747,http://www.townofwestspringfield.org,2021-11-02
William Sapelli,mayor@agawam.ma.us,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Agawam,MA, 28485,https://www.agawam.ma.us,2020-10-19
Paul Brodeur,pbrodeur@cityofmelrose.org,781-979-4440,https://www.cityofmelrose.org/mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002dfRty.jpg?w=1100&ssl=1,Melrose,MA, 28193,http://www.cityofmelrose.org,2019-11-05
Mark P Hawke,mayor@gardner-ma.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Gardner,MA, 20430,https://www.gardner-ma.gov,2020-10-19
William Martin,mayor@greenfield-ma.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Greenfield,MA, 18168,https://greenfield-ma.gov,2012-06-05
Ken Gray,mayorgray@amesburyma.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Amesbury,MA, 16283,http://www.ci.amesbury.ma.us,2009-11-03
Nicole LaChapelle,nlachapelle@easthamptonma.gov,413-529-1470,,https://i0.wp.com/secure.usmayors.org/mayorphotos/LaChapelle_Nicole!1770.JPG?w=1100&ssl=1,Easthampton,MA, 15994,https://www.easthampton.org,2011-11-08
Thomas W. Bernard,mayorbernard@northadams-ma.gov,413-662-3000,http://www.northadams-ma.gov/UserFiles/Image/About%20Mayor%20Bernard.pdf,https://i1.wp.com/secure.usmayors.org/mayorphotos/Bernard_Thomas!824.jpg?w=1100&ssl=1,North Adams,MA, 12970,http://www.northadams-ma.gov,2019-11-05
J. R. Colby,info@townofnewbury.org,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Newbury,MA, 6666,https://www.townofnewbury.org,2020-10-19
Bernard 'Jack' C. Young,mayor@baltimorecity.gov,410-387-1847,https://mayor.baltimorecity.gov/biography,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00001nfOuRQAU.jpg?w=1100&ssl=1,Baltimore,MD, 602495,http://www.baltimorecity.gov,2020-11-03
Michael O'Connor,moconnor@cityoffrederick.com,301-600-1385,http://www.cityoffrederick.com/index.aspx?nid=520,https://i0.wp.com/secure.usmayors.org/mayorphotos/OConnor_Michael!54009.jpg?w=1100&ssl=1,Frederick,MD, 72146,http://www.cityoffrederick.com,2021-11-02
Jud Ashman,jashman@gaithersburgmd.gov,301-258-6300,http://www.gaithersburgmd.gov/government/mayor-and-city-council,https://i0.wp.com/secure.usmayors.org/mayorphotos/Ashman_Jud!425.jpg?w=1100&ssl=1,Gaithersburg,MD, 68289,http://www.gaithersburgmd.gov,2021-11-02
Bridget Donnell Newton,bnewton@rockvillemd.gov,240-314-8291,http://www.rockvillemd.gov/index.aspx?nid=1055,https://i2.wp.com/secure.usmayors.org/mayorphotos/Newton_Bridget!1000.jpg?w=1100&ssl=1,Rockville,MD, 68268,http://www.rockvillemd.gov,2023-11-07
Tim Adams,tadams@cityofbowie.org,301-262-6200,https://www.cityofbowie.org/directory.aspx?EID=6,https://i2.wp.com/secure.usmayors.org/mayorphotos/Adams_Tim!54842.jpg?w=1100&ssl=1,Bowie,MD, 58682,http://www.cityofbowie.org,2023-11-07
Robert E. Bruchey II,mayor@hagerstownmd.org,301-766-4175,http://www.hagerstownmd.org/133/Meet-the-Mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/Bruchey_Robert!53151.jpg?w=1100&ssl=1,Hagerstown,MD, 40205,http://www.hagerstownmd.org,2020-11-03
Gavin Buckley,mayorbuckley@annapolis.gov,410-263-7997,https://www.annapolis.gov/Directory.aspx?EID=253,https://i0.wp.com/secure.usmayors.org/mayorphotos/Buckley_Gavin!54008.jpg?w=1100&ssl=1,Annapolis,MD, 39174,http://annapolis.gov,2021-11-02
Jacob R. Day,jday@salisbury.md,410-548-3100,https://salisbury.md/mayors-office/mayor-jacob-r-day,https://i0.wp.com/secure.usmayors.org/mayorphotos/Day_Jacob!2713.JPG?w=1100&ssl=1,Salisbury,MD, 32809,http://www.salisbury.md,2023-11-07
Patrick L. Wojahn,pwojahn@collegeparkmd.gov,240-988-7763,"https://www.collegeparkmd.gov/27/Mayor-Council#:~:text=Patrick%20Wojahn%20is%20an%20advocate,Rails%2Dto%2DTrails%20Conservancy.&text=Born%20and%20raised%20in%20Wisconsin,University%20Law%20Center%20in%202002.",https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgIiAAL.jpg?w=1100&ssl=1,College Park,MD, 32196,http://www.collegeparkmd.gov,2021-11-02
Craig A. Moe,laurelmayor@laurel.md.us,301-725-5300,http://www.cityoflaurel.org/content/craig-a-moe,https://i0.wp.com/secure.usmayors.org/mayorphotos/Moe_Craig!2177.jpg?w=1100&ssl=1,Laurel,MD, 25723,http://www.laurel.md.us,2023-11-07
Emmett V. Jordan,ejordan@greenbeltmd.gov,301-474-8000,http://md-greenbelt.civicplus.com/Directory.aspx?EID=32,https://i0.wp.com/secure.usmayors.org/mayorphotos/Jordan_Emmett!1954.jpg?w=1100&ssl=1,Greenbelt,MD, 21456,http://www.ci.greenbelt.md.us,2011-11-08
Candace B Hollingsworth,chollingsworth@hyattsville.org,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Hyattsville,MD, 18449,http://www.hyattsville.org,2019-05-11
Kate Stewart,,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Takoma Park,MD, 17765,http://www.takomaparkmd.gov,2011-11-08
Edward Estes,eestes@cityofglenarden.org,,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Estes_Edward!54763.jpg?w=1100&ssl=1,Glenarden,MD, 6210,http://www.cityofglenarden.org,2020-10-19
Shawn Maldon,mayor@capitolheightsmd.com,301-336-0626,"http://www.capitolheightsmd.gov/2152/Mayor-Shawn-M-Maldon#:~:text=Shawn%20Maldon%2C%20is%20a%207,make%20the%20Town%20his%20home.&text=Shawn%20Maldon%20is%20excited%20about%20working%20for%20you%20as%20your%20next%20Mayor.",https://i0.wp.com/secure.usmayors.org/mayorphotos/Maldon_Shawn!54655.jpg?w=1100&ssl=1,Capitol Heights,MD, 4524,http://www.capitolheightsmd.gov/,2022-05-06
Jeffrey Z. Slavin,mayor@townofsomerset.com,301-657-2229,https://townofsomerset.com/2180/Mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Slavin_Jeffrey!3182.JPG?w=1100&ssl=1,Somerset,MD, 1280,http://www.townofsomerset.com,2022-06-07
Kate Snyder,ksnyder@portlandmaine.gov,207-874-8941,http://www.portlandmaine.gov/directory.aspx?EID=17,https://i1.wp.com/secure.usmayors.org/mayorphotos/Snyder_Kate!54864.jpg?w=1100&ssl=1,Portland,ME, 66417,http://www.portlandmaine.gov,2023-11-07
Mark A. Cayer,mcayer@lewistonmaine.gov,207-807-1637,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Cayer_Mark!54863.jpg?w=1100&ssl=1,Lewiston,ME, 35944,http://www.ci.lewiston.me.us,2021-11-02
Sarah Nichols,sarah.nichols@bangormaine.gov,207-944-0907,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Nichols_Sarah!54456.jpg?w=1100&ssl=1,Bangor,ME, 33039,http://www.bangormaine.gov,2019-12-01
David Rollins,david.rollins@augustamaine.gov,207-626-2300,http://www.augustamaine.gov/index.asp?Type=B_BASIC&SEC={3C72DD33-BA34-435C-B81D-F400AD18BEE2},https://i1.wp.com/secure.usmayors.org/mayorphotos/Rollins_David!57.jpg?w=1100&ssl=1,Augusta,ME, 18681,http://www.augustamaine.gov,2021-11-02
Mike Duggan,dugganm@detroitmi.gov,313-224-3400,http://www.detroitmi.gov/Government/Mayors-Office/Administration#duggan,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg91AAD.jpg?w=1100&ssl=1,Detroit,MI, 672662,http://www.detroitmi.gov,2021-11-02
Rosalynn Bliss,rbliss@grand-rapids.mi.us,616-456-3168,https://www.grandrapidsmi.gov/Government/Elected-Officials/Mayor-Rosalynn-Bliss,https://i0.wp.com/secure.usmayors.org/mayorphotos/Bliss_Rosalynn!454.JPG?w=1100&ssl=1,Grand Rapids,MI, 200217,http://www.grcity.us,2023-11-07
James R. Fouts,mayor@cityofwarren.org,586-574-4520,https://peoplepill.com/people/james-r-fouts/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Fouts_James!1220.jpg?w=1100&ssl=1,Warren,MI, 134587,http://www.cityofwarren.org,2023-11-07
Michael C. Taylor,mctaylor@sterling-heights.net,586-648-0008,http://mi-sterlingheights.civicplus.com/Directory.aspx?EID=62,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgJzAAL.jpg?w=1100&ssl=1,Sterling Heights,MI, 132964,http://www.sterling-heights.net,2021-11-02
Christopher Taylor,ctaylor@a2gov.org,734-794-6161,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Taylor_Christopher!31.JPG?w=1100&ssl=1,Ann Arbor,MI, 121890,http://www.a2gov.org,2020-11-03
Andy Schor,lansing.mayor@lansingmi.gov,517-483-4144,http://www.lansingmi.gov/759/About-the-Mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100001K0szDAAR.jpg?w=1100&ssl=1,Lansing,MI, 118427,http://www.lansingmi.gov,2021-11-02
Sheldon Neeley,mayor@cityofflint.com,810-766-7346,https://www.cityofflint.com/mayors-bio/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Neeley_Sheldon!54786.jpg?w=1100&ssl=1,Flint,MI, 95943,http://www.cityofflint.com,2022-11-08
John B. O'Reilly Jr.,mayor@ci.dearborn.mi.us,313-943-2030,http://www.cityofdearborn.org/government/dearborn-elected-officials/meet-the-mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Oreilly_John!280.JPG?w=1100&ssl=1,Dearborn,MI, 94333,http://www.cityofdearborn.org,2021-11-02
Maureen Miller Brosnan,mayor@ci.livonia.mi.us,734-466-2201,https://www.ci.livonia.mi.us/1513/About-the-Mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/Brosnan_Maureen!54815.jpg?w=1100&ssl=1,Livonia,MI, 93971,http://www.ci.livonia.mi.us,2023-11-07
Ethan Baker,ethan.baker@troymi.gov,248-716-4279,https://troymi.gov/Community/City%20Council/EthanBaker_Bio_2019.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/Baker_Ethan!54841.jpg?w=1100&ssl=1,Troy,MI, 84272,https://troymi.gov,2023-11-07
William R. Wild,mayorwild@cityofwestland.com,734-467-3200,http://www.cityofwestland.com/city-government/office-of-the-mayor/office-of-the-mayor-,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgLfAAL.jpg?w=1100&ssl=1,Westland,MI, 81720,http://www.cityofwestland.com,2021-11-02
Vicki Barnett,vbarnett@fhgov.com,248-871-2500,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Barnett_Vicki!54839.jpg?w=1100&ssl=1,Farmington Hills,MI, 81093,https://www.fhgov.com,2021-11-02
David Anderson,mayor@kalamazoocity.org,269-337-8047,https://www.kalamazoocity.org/citycommission,https://i0.wp.com/secure.usmayors.org/mayorphotos/Anderson_David!54781.jpg?w=1100&ssl=1,Kalamazoo,MI, 76545,http://www.kalamazoocity.org,2021-11-02
Jack Poll,pollj@wyomingmi.gov,616-530-7227,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Poll_Jack!1302.jpg?w=1100&ssl=1,Wyoming,MI, 75820,https://www.wyomingmi.gov,2022-11-08
Bryan K. Barnett,mayorsoffice@rochesterhills.org,248-656-4664,http://secure.usmayors.org/mayorphotos/bios/BrianBarnett.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgHVAA1.jpg?w=1100&ssl=1,Rochester Hills,MI, 74696,http://www.rochesterhills.org,2023-11-07
Kenson J. Siver,ksiver@cityofsouthfield.com,248-796-5100,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Siver_Kenson!1101.jpg?w=1100&ssl=1,Southfield,MI, 73158,http://www.cityofsouthfield.com,2021-11-02
Rick Sollars,rsollars@ci.taylor.mi.us,734-374-1449,http://www.cityoftaylor.com/content/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Sollars_Rick!1150.jpg?w=1100&ssl=1,Taylor,MI, 61148,http://www.cityoftaylor.com,2021-11-02
Bob Gatt,bgatt@cityofnovi.org,248-347-0456,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Gatt_Bob!847.JPG?w=1100&ssl=1,Novi,MI, 60951,http://www.cityofnovi.org/,2021-11-02
Deirdre Waterman,dwaterman@pontiac.mi.us,248-758-3181,http://www.pontiac.mi.us/mayor/biography/index.php,https://i1.wp.com/secure.usmayors.org/mayorphotos/Waterman_Deirdre!941.jpg?w=1100&ssl=1,Pontiac,MI, 59772,http://www.pontiac.mi.us,2021-11-02
Michael Fournier,ccfournier@romi.gov,248-246-3463,https://www.romi.gov/Directory.aspx?EID=41,https://i1.wp.com/secure.usmayors.org/mayorphotos/Fournier_Michael!53399.jpg?w=1100&ssl=1,Royal Oak,MI, 59461,http://www.romi.gov,2021-11-02
Kip C. Walby,walby@scsmi.net,586-445-3983,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Walby_Kip!1115.JPG?w=1100&ssl=1,St. Clair Shores,MI, 59409,http://www.ci.saint-clair-shores.mi.us,2023-11-07
Daniel S. Paletko,dpaletko@ci.dearborn-heights.mi.us,313-791-3490,http://www.ci.dearborn-heights.mi.us/Mayor.cfm,https://i2.wp.com/secure.usmayors.org/mayorphotos/Paletko_Daniel!281.jpg?w=1100&ssl=1,Dearborn Heights,MI, 55616,http://www.ci.dearborn-heights.mi.us,2021-11-02
Stephen Kepley,kepleys@ci.kentwood.mi.us,616-554-0771,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Kepley_Stephen!583.jpg?w=1100&ssl=1,Kentwood,MI, 51868,http://www.ci.kentwood.mi.us,2021-11-02
Mark Behnke,markbehnke@aol.com,269-441-7663,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Behnke_Mark!54022.jpg?w=1100&ssl=1,Battle Creek,MI, 51247,http://www.battlecreekmi.gov,2020-12-01
Patricia M. Randall,patricia.randall@portagemi.gov,269-324-7779,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Randall_Patricia!54012.jpg?w=1100&ssl=1,Portage,MI, 49216,http://www.portagemi.gov,2021-11-02
Tracey Schultz Kobylarz,supervisor@redfordtwp.com,313-387-2700,http://www.redfordtwp.com/supervisor-about.php#tracey,https://i1.wp.com/secure.usmayors.org/mayorphotos/Kobylarz_Tracey!3440.JPG?w=1100&ssl=1,Redford Township,MI, 48362,http://redfordtwp.com,2020-11-03
Floyd Kloc,fkloc@saginaw-mi.com,989-759-1401,http://www.saginaw-mi.com/government/citycouncil/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Kloc_Floyd!54457.jpg?w=1100&ssl=1,Saginaw,MI, 48323,http://www.saginaw-mi.com,2020-12-01
Mark S. Meadows,mmeadows@cityofeastlansing.com,517-319-6904,http://www.cityofeastlansing.com/1006/Mayor-Mark-S-Meadows,https://i2.wp.com/secure.usmayors.org/mayorphotos/Meadows_Mark!322.JPG?w=1100&ssl=1,East Lansing,MI, 47988,http://www.cityofeastlansing.com,2021-12-01
Robert R. Taylor,rtaylor@roseville-mi.gov,586-445-5410,http://roseville-mi.gov/Government/CityCouncil/CityCouncilRobertTaylor.aspx,https://i1.wp.com/secure.usmayors.org/mayorphotos/Taylor_Robert!1015.jpg?w=1100&ssl=1,Roseville,MI, 47377,http://www.ci.roseville.mi.us,2021-11-02
Maureen Donker,mdonker@midland-mi.org,989-839-0531,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Donker_Maureen!744.jpg?w=1100&ssl=1,Midland,MI, 41800,http://www.midland-mi.org,2020-12-01
Chris Barnett,cbarnett@oriontownship.org,248-391-0304-ext.-1001,"https://www.oakgov.com/advantageoakland/programs/elite40/Pages/Class-Member-Detail.aspx?member=Barnett,Chris",https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002SNIE4.JPG?w=1100&ssl=1,Charter Township of Orion,MI, 39518,http://oriontownship.org,2020-11-03
Steve Gawron,steve.gawron@shorelinecity.com,231-724-6701,http://www.muskegon-mi.gov/elected-officials/stephen-gawron/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Gawron_Steve!788.jpg?w=1100&ssl=1,Muskegon,MI, 37287,http://www.muskegon-mi.gov,2021-11-02
Thomas E. Karnes,mayorkarnes@gmail.com,313-386-1800,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Karnes_Thomas!643.JPG?w=1100&ssl=1,Lincoln Park,MI, 36517,http://www.lincolnpark.govoffice.com,2021-11-02
Nathan Bocks,n.bocks@cityofholland.com,616-801-3638,https://www.cityofholland.com/387/Mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bocks_Nathan!54840.jpg?w=1100&ssl=1,Holland,MI, 33327,http://www.ci.holland.mi.us,2021-11-02
Kathleen L. Newsham,knewsham@baycitymi.org,989-894-8189,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Newsham_Kathleen!73.JPG?w=1100&ssl=1,Bay City,MI, 33019,http://www.baycitymi.org,2023-11-07
Derek Dobies,ddobies@cityofjackson.org,517-499-6647,http://www.cityofjackson.org/291/Mayors-Office,https://i2.wp.com/secure.usmayors.org/mayorphotos/Dobies_Derek!54011.jpg?w=1100&ssl=1,Jackson,MI, 32605,http://www.cityofjackson.org,2021-11-02
Monique Owens,mayorowens@eastpointecity.org,586-445-5016-x3,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Owens_Monique!54838.jpg?w=1100&ssl=1,Eastpointe,MI, 32347,http://www.cityofeastpointe.net,2023-11-07
Duane Parry,dparry@emichigancity.com,219-873-1400,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Parry_Duane!54835.jpg?w=1100&ssl=1,Michigan City,IN, 31118,http://www.emichigancity.com,2023-11-07
Andy Linko,andrew.linko@brownstown-mi.org,734-675-0071,http://brownstown-mi.org/our_supervisor.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/Linko_Andy!3349.JPG?w=1100&ssl=1,Brownstown Township,MI, 30627,http://brownstown-mi.org/,2020-11-03
Brian Christian Hartwell,brianhartwell@madison-heights.org,248-583-0826,http://www.madison-heights.org/administration/mayor_&_council.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hartwell_Brian!3620.jpg?w=1100&ssl=1,Madison Heights,MI, 30039,http://www.madison-heights.org,2021-11-02
Joseph G. Kuspa,mayorkuspa@ci.southgate.mi.us,734-258-3022,https://www.southgatemi.org/government/elected_officials/mayor_joseph_g_kuspa.php,https://i0.wp.com/secure.usmayors.org/mayorphotos/Kuspa_Joseph!1102.jpg?w=1100&ssl=1,Southgate,MI, 29088,http://www.southgate-mi.org,2021-11-02
Pauline Repp,reppp@porthuron.org,810-984-9740,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Repp_Pauline!943.jpg?w=1100&ssl=1,Port Huron,MI, 28927,http://www.porthuron.org,2020-11-03
Duane Haskins,d.haskins@burtonmi.gov,810-743-1500,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Haskins_Duane!54837.jpg?w=1100&ssl=1,Burton,MI, 28652,http://www.burtonmi.gov,2023-11-07
Kevin McDaniel,kmcdaniel@auburnhills.org,,,https://i0.wp.com/secure.usmayors.org/mayorphotos/McDaniel_Kevin!54773.jpg?w=1100&ssl=1,Auburn Hills,MI, 23296,http://www.auburnhills.org,2020-10-19
David Coulter,dcoulter@ferndalemi.gov,248-546-2384,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Coulter_David1849.jpg?w=1100&ssl=1,Ferndale,MI, 20070,https://www.ferndalemi.gov,2021-11-02
Robert E. Novitke,mayornovitke@comcast.net,586-772-6441,"https://www.candgnews.com/news/city-council-votes-to-name-city-hall-after-mayor-112028#:~:text=GROSSE%20POINTE%20WOODS%20%E2%80%94%20Robert%20Novitke,in%20every%20election%20ever%20since.",https://i2.wp.com/secure.usmayors.org/mayorphotos/Novitke_Robert!468.jpg?w=1100&ssl=1,Grosse Pointe Woods,MI, 15412,http://www.ci.grosse-pointe-woods.mi.us,2021-11-02
Stuart A. Bikson,sbikson@rochestermi.org,248-651-9061,http://mi-rochester2.civicplus.com/directory.aspx?EID=3,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bikson_Stuart!54889.jpg?w=1100&ssl=1,Rochester,MI, 13348,http://www.ci.rochester.mi.us/,2020-12-01
Marcus Muhammad,mmuhammad@cityofbentonharbormi.gov,269-927-8400,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Muhammad_Marcus!1463.jpg?w=1100&ssl=1,Benton Harbor,MI, 11182,http://bentonharborcity.com,2019-11-05
Hubert Yopp,hyopp@highlandparkcity.org,313-252-0050-x240,"https://highlandparkmi.gov/Government/Office-of-the-Mayor.aspx#:~:text=Mayor%20Hubert%20Yopp%20has%20been,Michigan%20University%20and%20John%20F.",https://i2.wp.com/secure.usmayors.org/mayorphotos/Yopp_Hubert!512.jpg?w=1100&ssl=1,Highland Park,MI, 10806,http://highlandparkcity.org,2023-11-07
Kerreen Conley,kconley@belleville.mi.us,734-697-9323,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Conley_Kerreen!3638.jpg?w=1100&ssl=1,Belleville,MI, 3991,http://www.belleville.mi.us/cob/bhome.htm,2019-11-05
Kurt R Metzger,,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Pleasant Ridge,MI, 2551,http://www.cityofpleasantridge.org,2020-10-19
